transaction_id,sale_date,product_id,units_sold,store_region,total_revenue
TXN-SALE-00227-101,2025-02-09,101,33,South,39600.0
TXN-SALE-00227-102,2025-02-09,102,7,South,315.0
TXN-SALE-00227-103,2025-02-09,103,35,South,8750.0
TXN-SALE-00227-104,2025-02-09,104,28,West,1820.0
TXN-SALE-00228-101,2025-02-10,101,23,North,27600.0
TXN-SALE-00228-102,2025-02-10,102,19,West,855.0
TXN-SALE-00228-103,2025-02-10,103,8,West,2000.0
TXN-SALE-00228-104,2025-02-10,104,19,East,1235.0
TXN-SALE-00229-101,2025-02-11,101,18,North,21600.0
TXN-SALE-00229-102,2025-02-11,102,12,East,540.0
TXN-SALE-00229-103,2025-02-11,103,23,West,5750.0
TXN-SALE-00229-104,2025-02-11,104,28,East,1820.0
TXN-SALE-00230-101,2025-02-12,101,7,South,8400.0
TXN-SALE-00230-102,2025-02-12,102,7,North,315.0
TXN-SALE-00230-103,2025-02-12,103,9,North,2250.0
TXN-SALE-00230-104,2025-02-12,104,8,North,520.0
TXN-SALE-00231-101,2025-02-13,101,16,East,19200.0
TXN-SALE-00231-102,2025-02-13,102,23,East,1035.0
TXN-SALE-00231-103,2025-02-13,103,18,West,4500.0
TXN-SALE-00231-104,2025-02-13,104,7,East,455.0
TXN-SALE-00232-101,2025-02-14,101,22,West,26400.0
TXN-SALE-00232-102,2025-02-14,102,18,East,810.0
TXN-SALE-00232-103,2025-02-14,103,8,North,2000.0
TXN-SALE-00232-104,2025-02-14,104,19,West,1235.0
TXN-SALE-00233-101,2025-02-15,101,30,West,36000.0
TXN-SALE-00233-102,2025-02-15,102,14,East,630.0
TXN-SALE-00233-103,2025-02-15,103,38,South,9500.0
TXN-SALE-00233-104,2025-02-15,104,36,North,2340.0
TXN-SALE-00234-101,2025-02-16,101,14,East,16800.0
TXN-SALE-00234-102,2025-02-16,102,8,South,360.0
TXN-SALE-00234-103,2025-02-16,103,16,East,4000.0
TXN-SALE-00234-104,2025-02-16,104,9,North,585.0
TXN-SALE-00235-101,2025-02-17,101,8,West,9600.0
TXN-SALE-00235-102,2025-02-17,102,25,North,1125.0
TXN-SALE-00235-103,2025-02-17,103,19,South,4750.0
TXN-SALE-00235-104,2025-02-17,104,23,West,1495.0
TXN-SALE-00236-101,2025-02-18,101,24,East,28800.0
TXN-SALE-00236-102,2025-02-18,102,14,West,630.0
TXN-SALE-00236-103,2025-02-18,103,22,North,5500.0
TXN-SALE-00236-104,2025-02-18,104,25,North,1625.0
TXN-SALE-00237-101,2025-02-19,101,14,East,16800.0
TXN-SALE-00237-102,2025-02-19,102,22,South,990.0
TXN-SALE-00237-103,2025-02-19,103,29,East,7250.0
TXN-SALE-00237-104,2025-02-19,104,8,North,520.0
TXN-SALE-00238-101,2025-02-20,101,19,North,22800.0
TXN-SALE-00238-102,2025-02-20,102,8,West,360.0
TXN-SALE-00238-103,2025-02-20,103,22,East,5500.0
TXN-SALE-00238-104,2025-02-20,104,22,East,1430.0
TXN-SALE-00239-101,2025-02-21,101,26,South,31200.0
TXN-SALE-00239-102,2025-02-21,102,19,West,855.0
TXN-SALE-00239-103,2025-02-21,103,9,North,2250.0
TXN-SALE-00239-104,2025-02-21,104,12,West,780.0
TXN-SALE-00240-101,2025-02-22,101,9,West,10800.0
TXN-SALE-00240-102,2025-02-22,102,19,East,855.0
TXN-SALE-00240-103,2025-02-22,103,27,North,6750.0
TXN-SALE-00240-104,2025-02-22,104,19,North,1235.0
TXN-SALE-00241-101,2025-02-23,101,35,South,42000.0
TXN-SALE-00241-102,2025-02-23,102,35,South,1575.0
TXN-SALE-00241-103,2025-02-23,103,30,East,7500.0
TXN-SALE-00241-104,2025-02-23,104,16,West,1040.0
TXN-SALE-00242-101,2025-02-24,101,18,North,21600.0
TXN-SALE-00242-102,2025-02-24,102,6,West,270.0
TXN-SALE-00242-103,2025-02-24,103,12,North,3000.0
TXN-SALE-00242-104,2025-02-24,104,14,East,910.0
TXN-SALE-00243-101,2025-02-25,101,28,West,33600.0
TXN-SALE-00243-102,2025-02-25,102,16,North,720.0
TXN-SALE-00243-103,2025-02-25,103,19,North,4750.0
TXN-SALE-00243-104,2025-02-25,104,22,West,1430.0
TXN-SALE-00244-101,2025-02-26,101,23,West,27600.0
TXN-SALE-00244-102,2025-02-26,102,29,North,1305.0
TXN-SALE-00244-103,2025-02-26,103,17,West,4250.0
TXN-SALE-00244-104,2025-02-26,104,27,West,1755.0
TXN-SALE-00245-101,2025-02-27,101,6,South,7200.0
TXN-SALE-00245-102,2025-02-27,102,6,North,270.0
TXN-SALE-00245-103,2025-02-27,103,16,North,4000.0
TXN-SALE-00245-104,2025-02-27,104,6,North,390.0
TXN-SALE-00246-101,2025-02-28,101,29,South,34800.0
TXN-SALE-00246-102,2025-02-28,102,13,South,585.0
TXN-SALE-00246-103,2025-02-28,103,12,East,3000.0
TXN-SALE-00246-104,2025-02-28,104,22,South,1430.0
TXN-SALE-00247-101,2025-03-01,101,35,East,42000.0
TXN-SALE-00247-102,2025-03-01,102,9,South,405.0
TXN-SALE-00247-103,2025-03-01,103,25,North,6250.0
TXN-SALE-00247-104,2025-03-01,104,19,East,1235.0
TXN-SALE-00248-101,2025-03-02,101,11,East,13200.0
TXN-SALE-00248-102,2025-03-02,102,16,North,720.0
TXN-SALE-00248-103,2025-03-02,103,16,North,4000.0
TXN-SALE-00248-104,2025-03-02,104,17,East,1105.0
TXN-SALE-00249-101,2025-03-03,101,16,South,19200.0
TXN-SALE-00249-102,2025-03-03,102,19,West,855.0
TXN-SALE-00249-103,2025-03-03,103,14,South,3500.0
TXN-SALE-00249-104,2025-03-03,104,29,South,1885.0
TXN-SALE-00250-101,2025-03-04,101,23,East,27600.0
TXN-SALE-00250-102,2025-03-04,102,13,East,585.0
TXN-SALE-00250-103,2025-03-04,103,30,West,7500.0
TXN-SALE-00250-104,2025-03-04,104,10,South,650.0
TXN-SALE-00251-101,2025-03-05,101,8,East,9600.0
TXN-SALE-00251-102,2025-03-05,102,16,West,720.0
TXN-SALE-00251-103,2025-03-05,103,17,South,4250.0
TXN-SALE-00251-104,2025-03-05,104,18,South,1170.0
TXN-SALE-00252-101,2025-03-06,101,20,East,24000.0
TXN-SALE-00252-102,2025-03-06,102,20,North,900.0
TXN-SALE-00252-103,2025-03-06,103,21,East,5250.0
TXN-SALE-00252-104,2025-03-06,104,28,East,1820.0
TXN-SALE-00253-101,2025-03-07,101,22,West,26400.0
TXN-SALE-00253-102,2025-03-07,102,21,West,945.0
TXN-SALE-00253-103,2025-03-07,103,28,West,7000.0
TXN-SALE-00253-104,2025-03-07,104,27,South,1755.0
TXN-SALE-00254-101,2025-03-08,101,35,East,42000.0
TXN-SALE-00254-102,2025-03-08,102,14,West,630.0
TXN-SALE-00254-103,2025-03-08,103,21,East,5250.0
TXN-SALE-00254-104,2025-03-08,104,11,West,715.0
TXN-SALE-00255-101,2025-03-09,101,22,East,26400.0
TXN-SALE-00255-102,2025-03-09,102,11,North,495.0
TXN-SALE-00255-103,2025-03-09,103,30,North,7500.0
TXN-SALE-00255-104,2025-03-09,104,17,West,1105.0
TXN-SALE-00256-101,2025-03-10,101,26,South,31200.0
TXN-SALE-00256-102,2025-03-10,102,30,North,1350.0
TXN-SALE-00256-103,2025-03-10,103,10,West,2500.0
TXN-SALE-00256-104,2025-03-10,104,20,South,1300.0
TXN-SALE-00257-101,2025-03-11,101,30,West,36000.0
TXN-SALE-00257-102,2025-03-11,102,27,North,1215.0
TXN-SALE-00257-103,2025-03-11,103,28,West,7000.0
TXN-SALE-00257-104,2025-03-11,104,16,West,1040.0
TXN-SALE-00258-101,2025-03-12,101,7,West,8400.0
TXN-SALE-00258-102,2025-03-12,102,10,South,450.0
TXN-SALE-00258-103,2025-03-12,103,23,South,5750.0
TXN-SALE-00258-104,2025-03-12,104,10,South,650.0
TXN-SALE-00259-101,2025-03-13,101,13,South,15600.0
TXN-SALE-00259-102,2025-03-13,102,28,East,1260.0
TXN-SALE-00259-103,2025-03-13,103,20,East,5000.0
TXN-SALE-00259-104,2025-03-13,104,21,South,1365.0
TXN-SALE-00260-101,2025-03-14,101,15,North,18000.0
TXN-SALE-00260-102,2025-03-14,102,23,North,1035.0
TXN-SALE-00260-103,2025-03-14,103,8,South,2000.0
TXN-SALE-00260-104,2025-03-14,104,15,West,975.0
TXN-SALE-00261-101,2025-03-15,101,32,South,38400.0
TXN-SALE-00261-102,2025-03-15,102,22,West,990.0
TXN-SALE-00261-103,2025-03-15,103,29,South,7250.0
TXN-SALE-00261-104,2025-03-15,104,9,East,585.0
TXN-SALE-00262-101,2025-03-16,101,14,North,16800.0
TXN-SALE-00262-102,2025-03-16,102,16,North,720.0
TXN-SALE-00262-103,2025-03-16,103,21,South,5250.0
TXN-SALE-00262-104,2025-03-16,104,31,South,2015.0
TXN-SALE-00263-101,2025-03-17,101,13,North,15600.0
TXN-SALE-00263-102,2025-03-17,102,30,South,1350.0
TXN-SALE-00263-103,2025-03-17,103,13,South,3250.0
TXN-SALE-00263-104,2025-03-17,104,26,East,1690.0
TXN-SALE-00264-101,2025-03-18,101,7,East,8400.0
TXN-SALE-00264-102,2025-03-18,102,11,North,495.0
TXN-SALE-00264-103,2025-03-18,103,6,West,1500.0
TXN-SALE-00264-104,2025-03-18,104,20,West,1300.0
TXN-SALE-00265-101,2025-03-19,101,10,North,12000.0
TXN-SALE-00265-102,2025-03-19,102,24,East,1080.0
TXN-SALE-00265-103,2025-03-19,103,18,South,4500.0
TXN-SALE-00265-104,2025-03-19,104,8,South,520.0
TXN-SALE-00266-101,2025-03-20,101,22,West,26400.0
TXN-SALE-00266-102,2025-03-20,102,17,North,765.0
TXN-SALE-00266-103,2025-03-20,103,17,West,4250.0
TXN-SALE-00266-104,2025-03-20,104,16,North,1040.0
TXN-SALE-00267-101,2025-03-21,101,11,West,13200.0
TXN-SALE-00267-102,2025-03-21,102,15,East,675.0
TXN-SALE-00267-103,2025-03-21,103,20,North,5000.0
TXN-SALE-00267-104,2025-03-21,104,30,West,1950.0
TXN-SALE-00268-101,2025-03-22,101,24,North,28800.0
TXN-SALE-00268-102,2025-03-22,102,31,North,1395.0
TXN-SALE-00268-103,2025-03-22,103,26,North,6500.0
TXN-SALE-00268-104,2025-03-22,104,34,North,2210.0
TXN-SALE-00269-101,2025-03-23,101,26,West,31200.0
TXN-SALE-00269-102,2025-03-23,102,31,East,1395.0
TXN-SALE-00269-103,2025-03-23,103,16,West,4000.0
TXN-SALE-00269-104,2025-03-23,104,39,South,2535.0
TXN-SALE-00270-101,2025-03-24,101,22,South,26400.0
TXN-SALE-00270-102,2025-03-24,102,16,East,720.0
TXN-SALE-00270-103,2025-03-24,103,11,West,2750.0
TXN-SALE-00270-104,2025-03-24,104,6,East,390.0
TXN-SALE-00271-101,2025-03-25,101,8,South,9600.0
TXN-SALE-00271-102,2025-03-25,102,11,North,495.0
TXN-SALE-00271-103,2025-03-25,103,11,North,2750.0
TXN-SALE-00271-104,2025-03-25,104,26,East,1690.0
TXN-SALE-00272-101,2025-03-26,101,22,West,26400.0
TXN-SALE-00272-102,2025-03-26,102,17,West,765.0
TXN-SALE-00272-103,2025-03-26,103,27,West,6750.0
TXN-SALE-00272-104,2025-03-26,104,19,South,1235.0
TXN-SALE-00273-101,2025-03-27,101,7,North,8400.0
TXN-SALE-00273-102,2025-03-27,102,28,North,1260.0
TXN-SALE-00273-103,2025-03-27,103,14,East,3500.0
TXN-SALE-00273-104,2025-03-27,104,24,East,1560.0
TXN-SALE-00274-101,2025-03-28,101,28,East,33600.0
TXN-SALE-00274-102,2025-03-28,102,20,South,900.0
TXN-SALE-00274-103,2025-03-28,103,30,East,7500.0
TXN-SALE-00274-104,2025-03-28,104,21,West,1365.0
TXN-SALE-00275-101,2025-03-29,101,33,South,39600.0
TXN-SALE-00275-102,2025-03-29,102,23,West,1035.0
TXN-SALE-00275-103,2025-03-29,103,19,South,4750.0
TXN-SALE-00275-104,2025-03-29,104,8,East,520.0
TXN-SALE-00276-101,2025-03-30,101,19,North,22800.0
TXN-SALE-00276-102,2025-03-30,102,16,North,720.0
TXN-SALE-00276-103,2025-03-30,103,31,South,7750.0
TXN-SALE-00276-104,2025-03-30,104,31,South,2015.0
TXN-SALE-00277-101,2025-03-31,101,6,East,7200.0
TXN-SALE-00277-102,2025-03-31,102,19,South,855.0
TXN-SALE-00277-103,2025-03-31,103,28,South,7000.0
TXN-SALE-00277-104,2025-03-31,104,26,South,1690.0
TXN-SALE-00278-101,2025-04-01,101,15,East,18000.0
TXN-SALE-00278-102,2025-04-01,102,15,North,675.0
TXN-SALE-00278-103,2025-04-01,103,20,East,5000.0
TXN-SALE-00278-104,2025-04-01,104,15,North,975.0
TXN-SALE-00279-101,2025-04-02,101,23,West,27600.0
TXN-SALE-00279-102,2025-04-02,102,6,North,270.0
TXN-SALE-00279-103,2025-04-02,103,29,East,7250.0
TXN-SALE-00279-104,2025-04-02,104,25,South,1625.0
TXN-SALE-00280-101,2025-04-03,101,25,North,30000.0
TXN-SALE-00280-102,2025-04-03,102,16,South,720.0
TXN-SALE-00280-103,2025-04-03,103,7,South,1750.0
TXN-SALE-00280-104,2025-04-03,104,12,East,780.0
TXN-SALE-00281-101,2025-04-04,101,16,North,19200.0
TXN-SALE-00281-102,2025-04-04,102,16,North,720.0
TXN-SALE-00281-103,2025-04-04,103,25,North,6250.0
TXN-SALE-00281-104,2025-04-04,104,16,North,1040.0
TXN-SALE-00282-101,2025-04-05,101,28,East,33600.0
TXN-SALE-00282-102,2025-04-05,102,21,East,945.0
TXN-SALE-00282-103,2025-04-05,103,13,South,3250.0
TXN-SALE-00282-104,2025-04-05,104,16,South,1040.0
TXN-SALE-00283-101,2025-04-06,101,13,South,15600.0
TXN-SALE-00283-102,2025-04-06,102,38,South,1710.0
TXN-SALE-00283-103,2025-04-06,103,10,South,2500.0
TXN-SALE-00283-104,2025-04-06,104,28,North,1820.0
TXN-SALE-00284-101,2025-04-07,101,29,North,34800.0
TXN-SALE-00284-102,2025-04-07,102,19,North,855.0
TXN-SALE-00284-103,2025-04-07,103,14,North,3500.0
TXN-SALE-00284-104,2025-04-07,104,24,North,1560.0
TXN-SALE-00285-101,2025-04-08,101,20,South,24000.0
TXN-SALE-00285-102,2025-04-08,102,14,East,630.0
TXN-SALE-00285-103,2025-04-08,103,29,West,7250.0
TXN-SALE-00285-104,2025-04-08,104,6,North,390.0
TXN-SALE-00286-101,2025-04-09,101,27,East,32400.0
TXN-SALE-00286-102,2025-04-09,102,20,South,900.0
TXN-SALE-00286-103,2025-04-09,103,19,East,4750.0
TXN-SALE-00286-104,2025-04-09,104,15,South,975.0
TXN-SALE-00287-101,2025-04-10,101,23,South,27600.0
TXN-SALE-00287-102,2025-04-10,102,7,South,315.0
TXN-SALE-00287-103,2025-04-10,103,16,East,4000.0
TXN-SALE-00287-104,2025-04-10,104,15,West,975.0
TXN-SALE-00288-101,2025-04-11,101,7,South,8400.0
TXN-SALE-00288-102,2025-04-11,102,20,North,900.0
TXN-SALE-00288-103,2025-04-11,103,7,West,1750.0
TXN-SALE-00288-104,2025-04-11,104,11,East,715.0
TXN-SALE-00289-101,2025-04-12,101,26,West,31200.0
TXN-SALE-00289-102,2025-04-12,102,31,East,1395.0
TXN-SALE-00289-103,2025-04-12,103,33,East,8250.0
TXN-SALE-00289-104,2025-04-12,104,16,South,1040.0
TXN-SALE-00290-101,2025-04-13,101,36,West,43200.0
TXN-SALE-00290-102,2025-04-13,102,25,North,1125.0
TXN-SALE-00290-103,2025-04-13,103,25,East,6250.0
TXN-SALE-00290-104,2025-04-13,104,33,East,2145.0
TXN-SALE-00291-101,2025-04-14,101,24,North,28800.0
TXN-SALE-00291-102,2025-04-14,102,10,East,450.0
TXN-SALE-00291-103,2025-04-14,103,29,East,7250.0
TXN-SALE-00291-104,2025-04-14,104,10,North,650.0
TXN-SALE-00292-101,2025-04-15,101,21,South,25200.0
TXN-SALE-00292-102,2025-04-15,102,29,South,1305.0
TXN-SALE-00292-103,2025-04-15,103,23,North,5750.0
TXN-SALE-00292-104,2025-04-15,104,10,West,650.0
TXN-SALE-00293-101,2025-04-16,101,31,South,37200.0
TXN-SALE-00293-102,2025-04-16,102,24,West,1080.0
TXN-SALE-00293-103,2025-04-16,103,9,West,2250.0
TXN-SALE-00293-104,2025-04-16,104,25,South,1625.0
TXN-SALE-00294-101,2025-04-17,101,10,South,12000.0
TXN-SALE-00294-102,2025-04-17,102,28,South,1260.0
TXN-SALE-00294-103,2025-04-17,103,27,North,6750.0
TXN-SALE-00294-104,2025-04-17,104,10,South,650.0
TXN-SALE-00295-101,2025-04-18,101,19,East,22800.0
TXN-SALE-00295-102,2025-04-18,102,20,South,900.0
TXN-SALE-00295-103,2025-04-18,103,14,North,3500.0
TXN-SALE-00295-104,2025-04-18,104,14,East,910.0
TXN-SALE-00296-101,2025-04-19,101,35,South,42000.0
TXN-SALE-00296-102,2025-04-19,102,23,West,1035.0
TXN-SALE-00296-103,2025-04-19,103,13,West,3250.0
TXN-SALE-00296-104,2025-04-19,104,13,South,845.0
TXN-SALE-00297-101,2025-04-20,101,18,South,21600.0
TXN-SALE-00297-102,2025-04-20,102,8,West,360.0
TXN-SALE-00297-103,2025-04-20,103,28,South,7000.0
TXN-SALE-00297-104,2025-04-20,104,32,East,2080.0
TXN-SALE-00298-101,2025-04-21,101,22,East,26400.0
TXN-SALE-00298-102,2025-04-21,102,16,South,720.0
TXN-SALE-00298-103,2025-04-21,103,16,East,4000.0
TXN-SALE-00298-104,2025-04-21,104,18,West,1170.0
TXN-SALE-00299-101,2025-04-22,101,18,West,21600.0
TXN-SALE-00299-102,2025-04-22,102,25,North,1125.0
TXN-SALE-00299-103,2025-04-22,103,11,West,2750.0
TXN-SALE-00299-104,2025-04-22,104,28,West,1820.0
TXN-SALE-00300-101,2025-04-23,101,29,West,34800.0
TXN-SALE-00300-102,2025-04-23,102,14,South,630.0
TXN-SALE-00300-103,2025-04-23,103,28,East,7000.0
TXN-SALE-00300-104,2025-04-23,104,10,South,650.0
TXN-SALE-00301-101,2025-04-24,101,6,East,7200.0
TXN-SALE-00301-102,2025-04-24,102,28,North,1260.0
TXN-SALE-00301-103,2025-04-24,103,24,North,6000.0
TXN-SALE-00301-104,2025-04-24,104,9,West,585.0
TXN-SALE-00302-101,2025-04-25,101,7,North,8400.0
TXN-SALE-00302-102,2025-04-25,102,27,South,1215.0
TXN-SALE-00302-103,2025-04-25,103,26,North,6500.0
TXN-SALE-00302-104,2025-04-25,104,24,East,1560.0
TXN-SALE-00303-101,2025-04-26,101,18,West,21600.0
TXN-SALE-00303-102,2025-04-26,102,25,South,1125.0
TXN-SALE-00303-103,2025-04-26,103,22,South,5500.0
TXN-SALE-00303-104,2025-04-26,104,28,North,1820.0
TXN-SALE-00304-101,2025-04-27,101,10,West,12000.0
TXN-SALE-00304-102,2025-04-27,102,11,East,495.0
TXN-SALE-00304-103,2025-04-27,103,37,East,9250.0
TXN-SALE-00304-104,2025-04-27,104,23,South,1495.0
TXN-SALE-00305-101,2025-04-28,101,14,North,16800.0
TXN-SALE-00305-102,2025-04-28,102,27,East,1215.0
TXN-SALE-00305-103,2025-04-28,103,14,West,3500.0
TXN-SALE-00305-104,2025-04-28,104,23,East,1495.0
TXN-SALE-00306-101,2025-04-29,101,10,South,12000.0
TXN-SALE-00306-102,2025-04-29,102,13,South,585.0
TXN-SALE-00306-103,2025-04-29,103,14,North,3500.0
TXN-SALE-00306-104,2025-04-29,104,23,West,1495.0
TXN-SALE-00307-101,2025-04-30,101,15,North,18000.0
TXN-SALE-00307-102,2025-04-30,102,6,West,270.0
TXN-SALE-00307-103,2025-04-30,103,9,North,2250.0
TXN-SALE-00307-104,2025-04-30,104,15,North,975.0
TXN-SALE-00308-101,2025-05-01,101,13,North,15600.0
TXN-SALE-00308-102,2025-05-01,102,14,West,630.0
TXN-SALE-00308-103,2025-05-01,103,22,North,5500.0
TXN-SALE-00308-104,2025-05-01,104,7,West,455.0
TXN-SALE-00309-101,2025-05-02,101,11,West,13200.0
TXN-SALE-00309-102,2025-05-02,102,15,South,675.0
TXN-SALE-00309-103,2025-05-02,103,15,South,3750.0
TXN-SALE-00309-104,2025-05-02,104,9,South,585.0
TXN-SALE-00310-101,2025-05-03,101,27,North,32400.0
TXN-SALE-00310-102,2025-05-03,102,11,South,495.0
TXN-SALE-00310-103,2025-05-03,103,17,South,4250.0
TXN-SALE-00310-104,2025-05-03,104,27,South,1755.0
TXN-SALE-00311-101,2025-05-04,101,17,North,20400.0
TXN-SALE-00311-102,2025-05-04,102,11,South,495.0
TXN-SALE-00311-103,2025-05-04,103,40,West,10000.0
TXN-SALE-00311-104,2025-05-04,104,27,South,1755.0
TXN-SALE-00312-101,2025-05-05,101,10,North,12000.0
TXN-SALE-00312-102,2025-05-05,102,22,North,990.0
TXN-SALE-00312-103,2025-05-05,103,24,North,6000.0
TXN-SALE-00312-104,2025-05-05,104,26,South,1690.0
TXN-SALE-00313-101,2025-05-06,101,26,West,31200.0
TXN-SALE-00313-102,2025-05-06,102,27,West,1215.0
TXN-SALE-00313-103,2025-05-06,103,21,West,5250.0
TXN-SALE-00313-104,2025-05-06,104,31,East,2015.0
TXN-SALE-00314-101,2025-05-07,101,26,South,31200.0
TXN-SALE-00314-102,2025-05-07,102,22,East,990.0
TXN-SALE-00314-103,2025-05-07,103,30,West,7500.0
TXN-SALE-00314-104,2025-05-07,104,11,West,715.0
TXN-SALE-00315-101,2025-05-08,101,15,West,18000.0
TXN-SALE-00315-102,2025-05-08,102,21,North,945.0
TXN-SALE-00315-103,2025-05-08,103,31,South,7750.0
TXN-SALE-00315-104,2025-05-08,104,28,West,1820.0
TXN-SALE-00316-101,2025-05-09,101,14,West,16800.0
TXN-SALE-00316-102,2025-05-09,102,6,North,270.0
TXN-SALE-00316-103,2025-05-09,103,26,West,6500.0
TXN-SALE-00316-104,2025-05-09,104,13,West,845.0
TXN-SALE-00317-101,2025-05-10,101,10,North,12000.0
TXN-SALE-00317-102,2025-05-10,102,30,West,1350.0
TXN-SALE-00317-103,2025-05-10,103,8,East,2000.0
TXN-SALE-00317-104,2025-05-10,104,37,North,2405.0
TXN-SALE-00318-101,2025-05-11,101,10,North,12000.0
TXN-SALE-00318-102,2025-05-11,102,10,East,450.0
TXN-SALE-00318-103,2025-05-11,103,22,North,5500.0
TXN-SALE-00318-104,2025-05-11,104,25,East,1625.0
TXN-SALE-00319-101,2025-05-12,101,31,South,37200.0
TXN-SALE-00319-102,2025-05-12,102,10,South,450.0
TXN-SALE-00319-103,2025-05-12,103,13,East,3250.0
TXN-SALE-00319-104,2025-05-12,104,19,East,1235.0
TXN-SALE-00320-101,2025-05-13,101,11,West,13200.0
TXN-SALE-00320-102,2025-05-13,102,18,West,810.0
TXN-SALE-00320-103,2025-05-13,103,25,North,6250.0
TXN-SALE-00320-104,2025-05-13,104,18,South,1170.0
TXN-SALE-00321-101,2025-05-14,101,29,North,34800.0
TXN-SALE-00321-102,2025-05-14,102,9,South,405.0
TXN-SALE-00321-103,2025-05-14,103,18,South,4500.0
TXN-SALE-00321-104,2025-05-14,104,23,South,1495.0
TXN-SALE-00322-101,2025-05-15,101,9,West,10800.0
TXN-SALE-00322-102,2025-05-15,102,14,West,630.0
TXN-SALE-00322-103,2025-05-15,103,23,North,5750.0
TXN-SALE-00322-104,2025-05-15,104,25,North,1625.0
TXN-SALE-00323-101,2025-05-16,101,9,South,10800.0
TXN-SALE-00323-102,2025-05-16,102,7,East,315.0
TXN-SALE-00323-103,2025-05-16,103,29,South,7250.0
TXN-SALE-00323-104,2025-05-16,104,31,South,2015.0
TXN-SALE-00324-101,2025-05-17,101,24,North,28800.0
TXN-SALE-00324-102,2025-05-17,102,10,North,450.0
TXN-SALE-00324-103,2025-05-17,103,8,West,2000.0
TXN-SALE-00324-104,2025-05-17,104,30,North,1950.0
TXN-SALE-00325-101,2025-05-18,101,31,West,37200.0
TXN-SALE-00325-102,2025-05-18,102,31,North,1395.0
TXN-SALE-00325-103,2025-05-18,103,41,East,10250.0
TXN-SALE-00325-104,2025-05-18,104,12,North,780.0
TXN-SALE-00326-101,2025-05-19,101,13,North,15600.0
TXN-SALE-00326-102,2025-05-19,102,22,North,990.0
TXN-SALE-00326-103,2025-05-19,103,7,West,1750.0
TXN-SALE-00326-104,2025-05-19,104,7,West,455.0
TXN-SALE-00327-101,2025-05-20,101,25,West,30000.0
TXN-SALE-00327-102,2025-05-20,102,22,West,990.0
TXN-SALE-00327-103,2025-05-20,103,21,West,5250.0
TXN-SALE-00327-104,2025-05-20,104,22,East,1430.0
TXN-SALE-00328-101,2025-05-21,101,23,West,27600.0
TXN-SALE-00328-102,2025-05-21,102,29,North,1305.0
TXN-SALE-00328-103,2025-05-21,103,13,West,3250.0
TXN-SALE-00328-104,2025-05-21,104,19,South,1235.0
TXN-SALE-00329-101,2025-05-22,101,7,West,8400.0
TXN-SALE-00329-102,2025-05-22,102,30,East,1350.0
TXN-SALE-00329-103,2025-05-22,103,30,North,7500.0
TXN-SALE-00329-104,2025-05-22,104,30,South,1950.0
TXN-SALE-00330-101,2025-05-23,101,18,North,21600.0
TXN-SALE-00330-102,2025-05-23,102,7,South,315.0
TXN-SALE-00330-103,2025-05-23,103,19,South,4750.0
TXN-SALE-00330-104,2025-05-23,104,25,North,1625.0
TXN-SALE-00331-101,2025-05-24,101,39,North,46800.0
TXN-SALE-00331-102,2025-05-24,102,12,North,540.0
TXN-SALE-00331-103,2025-05-24,103,22,West,5500.0
TXN-SALE-00331-104,2025-05-24,104,31,East,2015.0
TXN-SALE-00332-101,2025-05-25,101,19,West,22800.0
TXN-SALE-00332-102,2025-05-25,102,34,West,1530.0
TXN-SALE-00332-103,2025-05-25,103,8,West,2000.0
TXN-SALE-00332-104,2025-05-25,104,13,East,845.0
TXN-SALE-00333-101,2025-05-26,101,15,North,18000.0
TXN-SALE-00333-102,2025-05-26,102,11,East,495.0
TXN-SALE-00333-103,2025-05-26,103,31,North,7750.0
TXN-SALE-00333-104,2025-05-26,104,31,West,2015.0
TXN-SALE-00334-101,2025-05-27,101,13,East,15600.0
TXN-SALE-00334-102,2025-05-27,102,29,East,1305.0
TXN-SALE-00334-103,2025-05-27,103,12,West,3000.0
TXN-SALE-00334-104,2025-05-27,104,9,East,585.0
TXN-SALE-00335-101,2025-05-28,101,24,East,28800.0
TXN-SALE-00335-102,2025-05-28,102,12,North,540.0
TXN-SALE-00335-103,2025-05-28,103,12,South,3000.0
TXN-SALE-00335-104,2025-05-28,104,8,South,520.0
TXN-SALE-00336-101,2025-05-29,101,13,East,15600.0
TXN-SALE-00336-102,2025-05-29,102,18,East,810.0
TXN-SALE-00336-103,2025-05-29,103,14,North,3500.0
TXN-SALE-00336-104,2025-05-29,104,6,North,390.0
TXN-SALE-00337-101,2025-05-30,101,29,North,34800.0
TXN-SALE-00337-102,2025-05-30,102,29,North,1305.0
TXN-SALE-00337-103,2025-05-30,103,22,West,5500.0
TXN-SALE-00337-104,2025-05-30,104,10,North,650.0
TXN-SALE-00338-101,2025-05-31,101,12,North,14400.0
TXN-SALE-00338-102,2025-05-31,102,26,East,1170.0
TXN-SALE-00338-103,2025-05-31,103,41,West,10250.0
TXN-SALE-00338-104,2025-05-31,104,13,South,845.0
TXN-SALE-00339-101,2025-06-01,101,41,West,49200.0
TXN-SALE-00339-102,2025-06-01,102,38,West,1710.0
TXN-SALE-00339-103,2025-06-01,103,12,North,3000.0
TXN-SALE-00339-104,2025-06-01,104,41,North,2665.0
TXN-SALE-00340-101,2025-06-02,101,13,South,15600.0
TXN-SALE-00340-102,2025-06-02,102,18,North,810.0
